OverallQual,YearBuilt,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,GarageCars,SalePrice
7,1997,1418,1418,1418,2,2,
6,1997,864,872,1771,2,2,
7,2000,782,782,1652,2,2,
7,2000,928,928,1823,2,2,
5,1978,864,1174,1174,1,2,
5,1975,1076,1076,1076,1,2,
5,1975,864,1558,1558,2,2,
7,2001,1257,1290,2161,2,2,
9,2001,1357,1366,1947,2,3,
8,2002,1778,1786,1786,2,3,
7,2003,1129,1129,2327,2,2,
8,1999,850,886,1764,2,2,
6,2004,848,848,848,1,2,
6,1997,1838,1838,1838,2,3,
7,2004,1445,1445,1445,2,2,
7,2007,1564,1564,1564,2,3,
7,2007,1351,1361,1361,2,2,
5,1966,1092,1092,1092,1,1,
5,1976,456,1033,1033,1,2,
6,1976,1127,1127,1127,1,2,
6,1977,1029,1117,1117,1,2,
6,1976,684,684,1398,1,2,
5,1959,0,3820,3820,3,2,
4,1955,0,1152,1152,2,0,
4,1955,0,1152,1152,2,0,
4,1955,784,784,784,1,0,
5,1938,585,585,1053,1,0,
5,1947,0,929,1137,1,0,
4,1953,911,930,930,1,1,
4,1954,416,1204,1204,1,1,
4,1923,949,949,1292,1,1,
7,1921,1228,1424,1424,2,1,
6,1930,960,960,1920,2,2,
6,1926,644,672,1316,1,1,
6,1914,676,676,1264,1,2,
8,1925,798,798,1512,2,1,
6,1923,784,819,1603,1,2,
5,1937,942,1265,1938,2,1,
5,1938,884,932,1374,1,1,
6,1951,1091,1091,1091,1,1,
8,1935,608,983,1873,1,2,
7,1950,832,1218,2161,2,2,
5,1956,1898,1898,1898,2,2,
6,1980,516,516,1032,1,2,
6,1926,894,919,919,1,1,
6,1940,720,760,1090,1,1,
5,1930,780,780,1200,1,0,
5,1967,624,1092,1656,1,1,
5,1930,520,912,912,1,1,
5,1958,1151,1151,1955,2,1,
1,1952,0,733,733,1,2,
4,1895,173,825,1361,1,1,
4,1910,356,671,1049,1,1,
4,1920,592,432,864,1,1,
8,2007,1596,1648,1648,2,2,
7,2004,1594,1646,1646,2,2,
7,1996,1840,2032,2032,3,3,
7,1996,910,910,1820,2,3,
5,1976,0,936,1872,2,2,
4,1991,1680,1689,1689,2,2,
7,1986,1277,1501,1501,2,2,
8,2006,1518,1537,1537,2,3,
8,2007,920,920,1780,2,2,
5,2006,352,712,1442,2,2,
7,2008,796,796,1612,2,3,
6,1989,1495,1495,1495,2,2,
6,1986,1256,1256,1256,2,2,
8,2003,1432,1440,1440,2,2,
6,1999,1666,1675,1675,2,2,
8,2007,1884,1728,1728,2,2,
8,2005,1964,1964,1964,2,3,
7,1997,1344,1344,1344,2,4,
5,2007,1092,1092,1092,1,0,
6,1997,1189,1189,1189,2,2,
4,1964,1200,1200,1200,1,3,
5,1975,1040,1040,1040,1,2,
5,1976,550,925,1475,2,1,
4,1973,526,526,988,1,1,
4,1973,462,526,988,1,1,
5,1968,1113,1160,1160,1,1,
6,1970,546,546,1092,2,0,
5,1983,816,816,816,1,1,
5,1982,845,845,845,1,1,
5,1984,864,889,889,1,2,
5,1900,686,1150,1836,2,1,
6,1971,1587,1587,1587,2,2,
6,1997,384,754,1384,2,2,
6,1994,392,924,1694,2,2,
6,1999,923,947,1714,2,2,
7,1996,691,691,1553,2,2,
6,1999,938,957,2299,3,2,
7,1992,1168,1187,1187,2,2,
6,1993,903,910,1642,2,2,
6,1964,1302,1128,1128,1,2,
8,1988,1166,1179,1179,2,2,
8,1990,1312,1321,1321,1,2,
8,2005,1149,1164,2541,3,3,
9,2006,2660,2338,2338,2,3,
5,1969,1100,1424,1424,1,3,
9,2006,1612,1612,1612,2,2,
8,2006,2220,2234,2234,1,2,
10,2006,1742,2042,2042,2,3,
6,1984,1284,1284,1284,2,2,
7,1981,725,725,1479,2,2,
7,1978,1529,1664,1664,2,2,
7,1979,780,1085,1930,2,2,
6,1984,1153,1177,1177,2,2,
6,1979,1259,1353,1353,2,2,
6,1971,1625,1220,1220,2,2,
7,1976,1228,1324,1324,2,2,
6,1974,1084,1084,1877,2,2,
5,1970,925,1422,1422,1,2,
5,1970,914,914,914,1,1,
4,1961,914,914,914,1,1,
6,2001,1337,1337,1337,2,2,
6,1997,1405,1337,1337,2,2,
6,1973,525,525,1092,1,1,
6,1973,672,672,1218,1,1,
7,1978,1061,1055,1055,2,1,
5,1966,988,988,988,1,1,
9,2006,1790,1816,1816,2,3,
8,2006,1694,1694,1694,2,3,
8,2007,2108,2122,2122,2,3,
9,2007,1934,1943,2656,2,3,
8,2006,1108,1148,2550,2,3,
10,2005,1994,2046,2046,2,3,
9,2007,2552,2552,2552,2,3,
9,2005,1704,1722,2758,2,3,
10,2007,2320,2290,2290,2,3,
8,2007,1582,1582,2152,2,2,
8,2007,918,958,2100,2,3,
9,2006,1802,1802,1802,2,3,
8,2004,1706,1718,2956,2,3,
8,2003,1317,1217,2385,2,3,
8,2007,895,895,1818,2,3,
7,2005,1614,1614,1614,2,3,
8,2005,1721,1721,1721,2,2,
8,2006,1298,1298,1828,2,3,
6,2005,1302,1302,1302,1,2,
6,2005,1302,1302,1302,1,2,
6,2005,1362,1362,1362,2,2,
8,2006,1554,1554,1554,2,2,
9,2005,1577,1577,1577,2,2,
8,2006,1324,1324,1324,2,2,
7,2003,1405,1405,1405,2,2,
6,2007,768,768,1496,3,2,
6,2005,768,768,1536,2,2,
7,2006,608,608,1458,2,2,
6,2006,738,738,1495,2,2,
6,2006,698,698,1746,2,3,
6,2005,1326,1326,1326,2,2,
6,2007,752,752,1504,2,2,
7,2007,728,728,1456,2,2,
7,2007,1246,1258,1258,2,2,
8,2003,1406,1589,1589,2,3,
7,2007,1266,1266,1266,2,2,
7,2004,835,1119,1119,2,2,
7,2004,384,744,1374,2,2,
7,2006,1510,1525,1525,2,2,
7,2003,384,754,1394,2,2,
7,2003,847,847,1948,2,2,
7,2002,854,864,1995,2,2,
6,2000,915,940,1690,2,2,
6,1999,941,961,1644,2,2,
8,1997,1779,1779,2551,2,3,
9,1998,1408,1671,3078,2,3,
8,1998,1389,1411,2582,2,3,
7,1998,1066,1108,2385,2,3,
8,1992,1105,1105,2202,2,2,
8,1996,1325,1335,2538,2,3,
7,2007,1369,1369,1369,2,2,
8,2007,1542,1542,1542,2,3,
8,2006,1524,1534,1534,2,2,
10,2007,1966,1966,1966,2,3,
7,2007,1528,1528,1528,3,2,
8,2005,1538,1538,1538,2,2,
7,2005,1494,1506,1506,2,2,
7,2006,982,982,1977,2,3,
8,2006,1302,1302,1830,2,3,
8,2007,1338,1338,1338,2,2,
7,2006,1335,1335,1335,2,2,
8,2007,896,896,1792,2,2,
5,2007,725,725,1588,3,2,
8,2007,955,955,1880,2,3,
8,2007,1574,1584,1584,2,2,
8,2006,1685,1685,1685,2,3,
6,2004,1158,1158,2443,2,3,
6,2006,1100,1100,1100,1,0,
7,2006,1143,1143,1143,1,0,
5,2003,1094,1094,1094,1,2,
7,2006,1461,1486,1486,2,2,
6,1993,864,920,1820,2,2,
6,1980,630,630,1266,1,1,
5,1977,894,894,894,1,1,
5,1968,1040,1040,1040,1,2,
7,1990,1223,1271,2503,2,2,
5,1974,1037,1037,1037,1,2,
6,1973,1044,1055,1055,1,2,
8,2004,1378,1378,1378,2,2,
8,2006,1141,1151,1151,2,2,
8,2006,1511,1565,1565,2,2,
7,2006,1352,1352,1352,2,2,
8,2006,1550,1550,1550,2,2,
6,1999,744,757,1501,2,2,
6,2000,756,769,1573,2,2,
7,1999,1339,1358,1358,2,2,
8,2003,1054,1072,2048,2,2,
8,1998,1220,1220,2362,2,2,
8,1994,1494,1494,1494,1,2,
7,1980,2002,2362,2362,2,2,
8,1981,2461,2497,2497,2,2,
6,1968,912,1152,1152,1,2,
6,1970,1008,1403,2411,2,2,
6,1969,973,1082,1082,1,2,
6,1968,1295,1295,1295,1,2,
7,1972,1124,1610,1610,2,2,
7,1993,1594,1594,1594,2,2,
7,1993,1148,1091,2075,2,2,
6,1966,1093,1093,1093,2,2,
6,1963,1052,1052,1052,1,1,
5,1967,949,1107,1107,1,1,
4,1964,0,1224,1224,2,3,
5,1956,894,1074,1074,1,2,
5,1961,864,1187,1187,1,2,
5,1961,964,964,964,1,2,
5,1960,894,894,894,1,1,
7,1966,1174,1200,1200,2,2,
6,1965,1042,1042,1042,2,2,
6,1964,845,845,2154,2,2,
6,1964,1130,1374,1374,1,1,
6,1959,1592,1652,1652,1,2,
5,1940,822,908,908,1,2,
3,1946,666,666,666,1,0,
3,1945,370,442,670,1,0,
5,1958,808,808,808,1,1,
5,1955,1078,1150,1150,1,1,
5,1968,1560,1560,1560,2,3,
5,1966,793,1280,1280,2,2,
6,1961,1218,1254,1254,1,2,
6,1957,936,936,936,1,1,
5,1956,1008,1008,1008,1,1,
5,1963,1053,1053,1053,1,2,
5,1960,1144,1144,1144,1,1,
6,1957,1331,1721,1721,1,2,
5,1957,922,922,922,1,1,
5,1955,1204,1411,1411,1,1,
5,1955,1216,1216,1216,1,1,
5,1953,864,1154,1154,1,1,
5,1958,1560,1560,1560,2,2,
6,1952,948,948,948,1,2,
6,1953,1040,1040,1040,1,1,
5,1956,925,925,925,1,1,
4,1955,1190,1040,1540,1,1,
5,1955,923,925,925,1,1,
4,1953,1105,1647,1647,1,1,
5,1952,924,924,924,1,1,
4,1890,925,1000,1544,2,0,
5,1953,1216,1216,1728,1,1,
5,1935,666,1308,3086,3,3,
4,1925,1151,845,1281,2,2,
5,1895,736,751,1534,1,0,
7,1963,725,1035,1651,2,1,
5,1961,920,888,888,1,1,
6,1968,952,952,952,1,1,
5,1950,864,1238,1238,1,1,
5,1959,1040,1040,1040,1,1,
5,1958,1170,1170,1170,1,1,
5,1960,1242,1242,1242,1,1,
5,1960,1377,1377,1377,1,1,
5,1961,0,925,925,1,1,
5,1962,864,864,864,1,1,
5,1962,896,936,936,1,1,
5,1926,850,960,960,1,2,
6,1927,845,866,1296,1,2,
5,1922,1022,1022,1022,1,1,
5,1920,967,967,967,1,1,
5,1940,808,1072,1072,1,2,
5,1900,680,680,1174,1,2,
4,1900,570,761,1141,1,1,
4,1900,1075,1156,1798,2,2,
8,1910,725,909,1772,2,2,
6,1927,728,914,1642,1,1,
5,1910,616,616,1232,1,2,
6,1910,926,991,1650,2,2,
5,1930,687,687,1358,1,1,
7,1879,819,1312,2454,2,2,
4,1956,0,968,968,1,1,
4,1949,0,1382,1382,2,1,
5,1925,756,916,1060,1,1,
5,1950,910,910,1435,1,1,
5,1939,728,728,1274,2,1,
6,1939,600,608,1232,1,1,
5,1939,884,884,884,1,1,
6,1938,861,861,1409,1,2,
5,1939,672,899,1322,1,1,
5,1930,966,1014,1426,1,1,
5,1926,756,903,1281,1,2,
6,1918,1100,1100,2264,2,1,
6,1920,768,752,1376,1,2,
5,1926,750,960,1316,1,2,
7,1929,672,672,1344,1,2,
5,1901,592,933,1173,2,1,
5,1901,969,969,1214,1,1,
6,1963,741,1497,2294,3,2,
7,1950,976,976,1952,1,1,
6,1915,1138,1138,2180,1,2,
4,1958,808,838,1315,2,2,
4,1910,771,866,1484,2,1,
7,1937,1005,1262,2267,1,2,
5,1942,672,778,1282,1,1,
5,1963,925,999,999,1,1,
5,1964,1420,1452,1452,1,2,
4,1964,1005,1005,1005,1,2,
5,1964,980,1020,1020,2,2,
5,1966,1040,1040,1040,1,1,
5,1971,768,868,868,1,2,
5,1968,876,897,897,1,1,
5,1967,943,943,943,1,2,
5,1966,912,912,912,1,1,
5,1956,1240,1375,1375,1,1,
5,1920,671,1567,2654,3,2,
7,1940,680,798,1302,1,1,
6,1954,967,1299,1299,1,2,
5,1958,1158,1176,1176,1,1,
4,1945,0,998,998,1,2,
6,1984,1190,1522,1522,2,2,
5,1948,409,1325,1325,2,2,
5,1953,1073,1630,1630,2,2,
4,1946,484,1242,1242,1,1,
6,1954,1288,2422,2422,3,2,
6,1954,988,988,1626,1,1,
5,1958,864,864,864,1,1,
4,1958,0,943,943,1,1,
5,1984,1038,1038,1038,2,1,
5,1951,1342,1342,1342,1,1,
5,1951,1080,1080,1480,1,1,
4,1920,951,986,1362,2,1,
6,1984,1105,1105,1822,2,2,
7,1994,779,1029,1958,2,2,
8,2007,1643,1651,1651,2,3,
8,2006,2140,2140,2140,2,3,
8,2007,1643,1651,1651,2,3,
7,2005,1546,1546,1546,2,3,
8,2006,1489,1500,1500,2,2,
7,2005,1270,1270,1270,2,2,
7,2005,879,879,1795,2,2,
7,1988,929,946,1873,2,2,
8,1976,966,1743,1743,0,2,
5,1994,1022,1022,1022,1,2,
6,1997,635,646,1308,2,2,
5,1994,990,990,990,1,1,
5,1996,1097,1097,1097,1,1,
7,1999,988,988,1873,2,2,
7,1998,853,853,1753,2,2,
7,2001,845,845,1690,2,2,
7,2000,985,985,1842,2,2,
5,1974,864,894,894,1,2,
5,1976,1015,1025,1025,2,2,
5,1977,995,1009,1009,2,2,
5,1977,1040,1040,1040,1,2,
5,1977,876,907,907,1,1,
5,1975,864,879,879,1,2,
5,1972,864,864,864,1,2,
4,1972,385,875,875,1,2,
7,2000,1673,1673,1673,2,2,
7,2003,979,992,1932,2,2,
7,2002,860,860,1729,2,2,
8,1994,1556,1592,1592,2,2,
8,2001,1531,1531,2439,2,2,
7,1996,860,1212,1992,2,2,
8,1999,1341,1341,1341,1,2,
7,2007,738,738,1476,2,2,
7,2005,1169,1190,1190,2,2,
6,2006,1330,1330,1330,2,2,
7,2006,738,738,1491,2,2,
5,2005,768,768,1536,2,2,
5,1967,936,936,936,1,1,
4,1963,1088,1088,1088,1,2,
5,1925,901,901,1351,1,2,
6,1960,1179,1179,1179,1,2,
6,1976,960,1044,1044,1,2,
5,1979,0,1100,2233,2,2,
5,2005,734,734,1408,2,2,
10,2008,5095,5095,5095,2,3,
6,2005,547,1072,1072,1,2,
5,1959,960,960,960,1,1,
4,1955,0,1152,1152,2,0,
5,1946,1195,1195,1195,2,0,
6,1920,660,740,865,1,1,
4,1955,768,768,768,1,1,
4,1955,864,864,864,1,2,
5,1923,1296,1296,2592,2,0,
5,1926,1290,1422,1422,1,1,
6,1921,651,759,1298,2,1,
7,1930,531,567,1098,1,1,
6,1921,585,851,1436,1,1,
6,1926,686,686,1461,1,1,
7,1927,851,867,1718,2,2,
5,1951,0,1226,1226,1,2,
4,1930,930,1230,1755,2,1,
5,1941,728,760,1355,2,2,
6,1960,1560,1560,1560,1,2,
6,1968,1488,1488,1488,2,2,
6,1980,516,529,1045,1,2,
4,1995,1680,1680,1680,2,2,
8,1988,1004,1020,1020,1,2,
7,1971,1696,1696,1696,2,2,
8,1986,279,2726,2726,2,2,
6,1940,720,720,1215,1,2,
5,1925,936,936,1601,2,0,
5,1923,859,942,1828,2,NA,
5,1922,816,816,816,1,1,
2,1939,0,640,845,1,1,
5,1895,957,1034,1991,2,0,
4,1957,1073,1073,1073,1,2,
5,1930,837,1001,1001,1,1,
8,2006,1573,1625,1625,2,2,
6,1979,1001,1299,1299,2,2,
5,2002,1441,1392,1392,2,3,
7,2002,1409,1409,1409,1,2,
7,1991,1454,1478,1478,2,2,
7,1975,852,918,918,1,1,
6,1974,970,1026,1026,1,2,
7,1987,1501,1501,1501,2,2,
6,1958,585,2279,2279,2,2,
7,2006,1689,1689,1689,2,2,
8,2006,1546,1564,1564,2,2,
7,1985,1265,1240,1240,2,2,
8,2001,1267,1312,1312,2,2,
8,2002,1922,1922,1922,2,3,
6,1996,1491,1491,1491,2,2,
7,2003,1122,1146,2486,3,2,
10,2006,1824,1824,1824,2,3,
3,1953,0,2034,2034,1,4,
6,1996,920,936,936,0,2,
4,1972,546,546,1092,1,1,
4,1970,530,530,992,1,1,
4,1970,546,546,1092,1,0,
4,1976,546,546,1092,1,1,
5,1977,923,1008,1008,1,2,
6,1977,1244,1356,1356,2,2,
5,1977,1160,1676,1676,1,2,
5,1977,716,716,1432,1,2,
5,1971,796,796,796,1,0,
4,1961,1396,1608,1608,1,1,
5,1976,1090,1178,1178,1,2,
5,1983,816,816,816,1,1,
5,1984,864,887,887,1,1,
6,1954,1178,1293,1293,2,2,
6,1956,1008,1024,1024,1,1,
5,1957,1617,1797,1797,1,3,
6,1957,1705,1390,1390,1,2,
7,1969,1851,1851,1851,2,2,
6,1997,813,813,1525,2,2,
6,1995,781,781,1671,2,2,
6,1996,821,821,1776,2,2,
8,2005,1074,1074,2064,2,2,
7,2005,1700,1700,2212,2,3,
8,1994,2062,2079,2687,2,2,
6,1993,1160,1169,1169,2,2,
8,1987,1191,1204,1204,2,2,
9,2005,1398,1414,2798,3,3,
10,2006,1528,1528,3390,3,3,
9,2006,1094,1102,2473,2,3,
10,2006,1850,1850,2698,2,3,
9,2005,1390,1390,2795,3,3,
9,2005,1714,1714,1714,2,2,
9,2005,1910,2000,2000,2,3,
6,1980,988,1102,1102,1,2,
7,1978,945,945,1857,2,2,
7,1976,1047,1083,1083,1,2,
7,2005,960,960,2318,2,2,
6,1975,675,1109,1875,3,2,
6,1974,1103,1103,1103,2,2,
4,1971,864,874,874,1,2,
6,2002,1487,1419,1419,2,2,
6,1973,525,525,1092,1,2,
5,1973,765,765,1365,1,2,
6,1972,494,494,1030,1,1,
6,1972,483,483,948,1,1,
6,1972,525,525,1092,1,1,
6,1975,1069,1069,1069,2,2,
5,1967,943,1387,1387,1,1,
7,1976,1055,1055,1055,2,1,
6,1976,855,855,1456,2,2,
9,2006,1738,1738,2589,2,3,
8,2004,1618,1618,1618,2,3,
7,2006,1721,1740,1740,2,3,
9,2005,1868,1868,1868,2,3,
9,2005,1090,1117,2206,2,3,
9,2005,1606,1625,2091,2,2,
8,2005,1209,1209,2253,2,2,
8,2006,1054,1054,2389,2,3,
8,2005,1524,1544,2358,2,3,
9,2005,1792,1792,1792,2,3,
9,2004,1780,1780,1780,2,3,
8,2004,1420,1426,1914,2,3,
9,2005,1560,1565,1565,2,2,
9,2006,1686,1686,1686,2,3,
9,2006,1666,1666,1666,2,2,
6,2005,728,728,1456,2,2,
7,2006,738,738,1492,2,2,
6,2006,1326,1326,1326,2,2,
8,2004,1052,1052,2373,2,3,
7,2006,738,738,1492,2,2,
7,2006,1220,1364,1364,2,2,
7,2002,1368,1511,1511,2,2,
7,2004,1365,1548,1548,2,2,
7,2005,1142,1142,1142,2,2,
7,2004,848,848,1598,2,2,
6,2000,982,1008,1889,2,2,
7,2006,1035,1082,2322,3,3,
8,1998,1044,1079,1976,2,3,
8,2000,1160,1205,2234,2,3,
9,2000,1540,1540,2855,2,3,
8,1995,1342,1358,2726,2,3,
9,1993,1733,1933,3500,3,3,
8,1994,1290,1305,2494,2,3,
8,1993,1286,1565,2799,2,3,
8,2005,1100,1116,1964,2,2,
8,2006,1670,1670,1670,2,3,
8,2006,1504,1504,1504,2,2,
8,2006,1278,1278,1278,2,2,
9,2006,2036,2036,2640,3,3,
6,2005,858,858,1716,2,2,
6,2005,1142,1142,1142,1,0,
7,2005,1400,1400,1400,2,2,
6,2005,1131,1131,1131,1,0,
7,2005,891,891,1686,2,2,
7,2005,784,831,1585,2,2,
6,1997,941,941,1837,2,2,
6,1992,836,844,1731,2,2,
6,1990,1398,1398,1398,2,2,
6,1991,1217,1217,1217,2,2,
6,1994,636,636,1320,2,2,
5,1962,988,988,988,1,2,
6,1977,0,1286,1654,2,2,
5,1962,864,1211,1211,1,2,
5,1965,984,984,984,1,1,
5,1968,882,909,909,1,1,
5,1963,925,925,925,1,2,
5,1965,1024,1024,1024,1,1,
5,1964,912,912,912,1,0,
5,1967,912,941,941,1,1,
7,1974,1748,2151,2646,2,2,
8,1992,1334,1520,2826,2,3,
7,2004,1143,1143,1143,1,2,
7,2005,600,520,1223,2,2,
6,2000,756,768,1524,2,2,
7,2003,530,530,1080,2,2,
7,1997,569,854,1694,2,1,
8,2001,1568,1568,1568,2,2,
5,1972,1153,1193,1193,2,2,
7,1967,1334,1334,1334,2,2,
5,1968,1051,1051,1051,1,2,
5,1968,900,884,1770,1,2,
6,1968,976,976,976,1,2,
5,1968,833,898,898,1,1,
5,1966,1051,1051,1051,1,1,
5,1967,1141,1141,1141,1,1,
6,1965,1187,1565,1565,2,1,
6,1964,1008,1488,1488,1,2,
5,1964,720,720,1440,1,2,
5,1960,1248,1248,1248,1,1,
6,1934,816,816,816,1,1,
5,1947,938,1043,1043,1,1,
5,1961,1251,1433,1433,1,2,
5,1952,1444,1624,1624,1,1,
5,1951,1056,1216,1216,1,1,
5,1949,704,1024,1728,1,1,
5,1954,936,936,936,1,1,
5,1967,1584,1584,1584,2,2,
6,1964,1246,1246,1246,1,2,
6,1963,1008,1008,1008,1,2,
5,1957,1179,1364,1364,1,1,
6,1958,1121,1336,1336,1,2,
5,1956,1058,1370,1370,1,1,
6,1956,1124,1124,1124,1,1,
6,1954,1050,1050,1050,1,1,
5,1952,1008,1008,1008,1,1,
6,1951,216,1575,1575,1,2,
5,1956,301,1145,1145,1,2,
5,1956,1005,1005,1005,1,1,
5,1955,1056,1056,1056,1,1,
5,1951,884,884,884,1,1,
7,1941,929,2039,2039,1,3,
5,1956,1015,1384,1384,1,2,
5,1925,2171,1392,2640,2,3,
6,1947,784,900,1312,1,2,
3,1930,713,713,713,1,1,
3,1929,715,715,715,1,2,
4,1900,448,448,720,1,1,
6,1915,663,774,1595,2,2,
4,1910,1077,981,1760,1,2,
6,1963,1083,1146,1146,1,1,
6,1962,1135,1207,1207,1,1,
6,1961,1313,1773,1773,2,2,
7,1959,0,1472,1472,2,2,
7,1962,1438,1900,2448,3,2,
4,1950,910,910,1521,1,1,
3,1950,0,1040,1040,2,2,
5,1960,1556,1556,1556,2,0,
5,1961,1150,1150,1150,1,1,
7,1962,1045,1045,1045,1,2,
5,1962,864,864,864,1,1,
5,1962,1025,1025,1025,1,0,
5,1900,716,1007,2014,2,2,
5,1948,1212,1226,1668,1,1,
4,1920,1147,1147,1657,1,1,
6,1900,780,940,1416,1,2,
7,1900,712,848,1428,1,2,
7,1930,502,502,1004,1,1,
4,1900,938,1084,1951,2,2,
6,1924,1032,1032,1032,1,1,
5,1925,844,844,844,1,1,
4,1950,576,864,864,1,1,
3,1905,738,714,1376,1,1,
5,1955,960,960,960,1,2,
5,1924,816,816,1566,1,2,
3,1921,492,492,492,1,1,
6,1945,770,885,1182,1,1,
3,1920,798,840,840,1,1,
7,1910,1226,1226,2104,2,2,
5,1920,624,624,1248,2,0,
5,1958,960,960,960,1,2,
3,1918,1020,1020,1020,1,0,
6,1924,848,1017,1827,1,1,
3,1930,728,728,1162,1,1,
5,1930,741,741,1324,1,1,
5,1925,816,816,816,1,1,
6,1962,1595,1611,2486,2,2,
4,1924,596,834,1430,2,2,
5,1910,396,665,1330,1,1,
5,1919,610,819,819,1,0,
6,1930,984,984,984,1,1,
5,1951,806,1081,1422,1,1,
6,1964,1921,1921,1921,2,2,
5,1950,0,1640,1640,1,2,
5,1935,0,1032,1032,1,1,
5,1936,830,879,879,1,1,
7,2004,1073,1073,1073,2,1,
5,1967,1064,1064,1064,1,2,
6,1964,912,934,934,1,1,
5,1966,1059,1059,1059,1,1,
5,1967,1176,1458,1458,1,2,
6,1978,960,1040,1040,1,2,
5,1977,1967,1967,1967,2,2,
5,1977,1949,1949,1949,2,2,
5,1924,872,872,872,1,1,
7,1967,1865,1830,1830,1,2,
5,1963,1000,1000,1000,1,2,
5,1971,782,810,810,1,2,
7,1980,430,880,1700,2,1,
4,1954,967,1350,1350,1,2,
5,1942,799,799,1150,1,1,
6,1928,672,1337,2009,2,3,
6,1935,1836,1836,3672,3,2,
5,1962,1776,1560,1560,2,2,
5,1952,0,1488,1488,1,2,
5,1955,1057,1057,1057,1,1,
6,1953,1000,1068,1609,1,1,
6,1989,868,1313,2559,2,2,
6,1993,1344,1440,1440,2,4,
7,2005,1308,1308,1876,2,3,
7,2005,1208,1208,1208,2,2,
6,2006,1836,1846,1846,2,2,
8,2005,1570,1590,1590,2,3,
7,2005,945,945,1809,2,2,
7,2005,1614,1614,1614,2,2,
7,2005,784,784,1596,2,2,
6,1968,1388,1388,1388,2,2,
5,1996,1100,1100,1100,1,2,
6,1995,781,795,1499,2,2,
7,1998,1425,1425,1425,2,2,
7,1999,842,856,1749,2,2,
7,1999,951,951,1779,2,2,
6,1977,675,686,1388,1,1,
6,1978,995,1282,1282,2,3,
5,1972,864,864,864,1,1,
7,2002,826,878,1762,2,2,
6,1999,840,840,1755,2,2,
8,2002,1348,1358,1358,1,2,
7,2002,872,872,1909,2,2,
8,1999,1090,1090,2214,2,3,
7,1996,1065,1065,2049,2,2,
7,1998,1054,1070,1939,2,3,
7,1995,930,950,1995,2,2,
6,2003,848,848,848,1,2,
7,2003,1390,1390,1390,2,2,
7,2006,851,851,1737,2,2,
7,2005,784,784,1611,2,2,
7,2005,1336,1336,1336,2,2,
4,1910,676,760,1436,2,2,
6,1975,976,1012,1012,2,0,
5,1969,1176,1176,1176,1,1,
7,2003,796,806,1724,2,2,
6,2002,914,914,914,1,0,
7,2003,1150,1164,2314,2,2,
6,2005,547,1072,1072,1,2,
7,2004,970,970,1709,2,2,
4,1948,624,624,936,1,1,
6,1915,832,846,1338,2,2,
4,1924,1093,1093,1669,1,1,
4,1954,954,1482,1482,2,2,
4,1922,864,964,1414,1,0,
2,1922,498,498,498,1,1,
4,1910,616,1055,1273,1,1,
5,1938,1058,1058,1551,2,1,
6,1945,780,816,1340,1,1,
7,1926,624,743,1479,1,1,
6,1920,755,755,1510,1,1,
7,1919,818,818,1636,1,1,
5,1939,992,992,1465,2,1,
5,1941,824,824,1288,1,1,
6,1920,817,940,1550,1,1,
5,1940,901,1125,1717,1,1,
7,1929,1022,1122,1671,2,2,
7,1932,637,959,1609,1,3,
6,1930,697,1104,1801,1,2,
5,1950,1168,1278,2315,2,1,
5,1942,976,976,976,1,1,
6,1926,861,861,1285,1,2,
4,1925,432,672,672,1,0,
4,1925,641,641,641,1,1,
6,1957,967,967,1638,2,1,
3,1945,0,729,729,1,0,
5,1951,660,1060,1396,2,0,
3,1916,216,576,936,1,0,
8,2005,1573,1778,1778,2,2,
8,2004,1594,1646,1646,2,2,
6,1979,1625,1625,1625,2,2,
6,1978,1664,1664,1664,2,2,
8,2001,1491,1491,1491,2,2,
6,1975,1128,1210,1210,2,2,
6,1958,1632,1650,1650,1,2,
6,2000,1381,1403,1403,2,2,
8,2005,1728,1960,1960,2,3,
9,2005,1838,1838,1838,2,3,
1,1951,0,1600,1600,1,1,
7,1997,1288,1368,1368,2,4,
5,1977,264,616,1304,1,1,
5,1968,864,874,874,1,1,
5,1970,1652,1652,1652,2,3,
4,1970,630,630,630,1,0,
4,1972,546,546,1092,1,1,
5,1969,1104,1360,1360,1,1,
4,1970,546,546,1092,1,1,
4,1970,546,546,1092,1,0,
4,1970,546,546,1092,1,0,
4,1970,546,546,1092,1,1,
5,1960,1224,1224,1224,1,2,
5,1992,912,970,970,1,0,
7,1993,996,996,2000,2,3,
